'2019-05-16 14:33:05.149426', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 14:33:10.249718', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 23:37:30.329777', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:37:35.431085', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:38:43.774080', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:38:48.876206', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:39:26.990232', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:39:32.091616', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:41:27.672692', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:32.774721', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:37.876034', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:42.977467', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:48.079198', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:53.180908', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:58.282505', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:42:22.397747', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:27.499525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:32.601580', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:37.702929', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:42.804498', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:47.905706', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:53.006850', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:52:24.277525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:29.378811', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:34.480002', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:39.582015', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:59:54.405322', ' ', ' ', ' ', ' ', '10',('127.0.0.1': 2361)
'2019-05-27 17:55:52', '70', '38', '39', '39',127.0.0.1
'2019-05-27 17:55:54', '74', '49', '72', '62',127.0.0.1
'2019-05-27 17:55:54', '34', '54', '71', '50',127.0.0.1
'2019-05-27 17:55:56', '35', '71', '39', '31',127.0.0.1
'2019-05-27 17:55:56', '38', '43', '43', '45',127.0.0.1
'2019-05-27 17:55:57', '49', '49', '74', '57',127.0.0.1
'2019-05-27 17:55:59', '39', '66', '32', '79',127.0.0.1
'2019-05-27 17:55:59', '59', '43', '78', '63',127.0.0.1
'2019-05-27 17:56:01', '37', '65', '44', '35',127.0.0.1
'2019-05-27 17:56:01', '46', '45', '59', '62',127.0.0.1
'2019-05-27 17:56:03', '52', '30', '31', '59',127.0.0.1
'2019-05-27 17:56:04', '67', '67', '55', '76',127.0.0.1
'2019-05-27 17:56:05', '79', '33', '45', '58',127.0.0.1
'2019-05-27 17:56:06', '37', '43', '63', '49',127.0.0.1
'2019-05-27 17:56:06', '61', '61', '41', '64',127.0.0.1
'2019-05-27 17:56:08', '45', '63', '72', '76',127.0.0.1
'2019-05-27 17:56:09', '70', '30', '36', '30',127.0.0.1
'2019-05-27 17:56:10', '36', '47', '76', '73',127.0.0.1
'2019-05-27 17:56:11', '77', '65', '47', '39',127.0.0.1
'2019-05-27 17:56:11', '70', '69', '72', '52',127.0.0.1
'2019-05-27 17:56:13', '59', '44', '41', '52',127.0.0.1
'2019-05-27 17:56:14', '58', '60', '58', '44',127.0.0.1
'2019-05-27 17:56:15', '71', '63', '68', '54',127.0.0.1
'2019-05-27 17:56:16', '50', '46', '50', '52',127.0.0.1
'2019-05-27 17:56:17', '77', '46', '34', '75',127.0.0.1
'2019-05-27 17:56:18', '63', '79', '55', '38',127.0.0.1
'2019-05-27 17:56:19', '55', '54', '76', '74',127.0.0.1
'2019-05-27 17:56:20', '66', '66', '69', '38',127.0.0.1
'2019-05-27 17:56:21', '47', '58', '32', '69',127.0.0.1
'2019-05-27 17:56:22', '59', '59', '77', '39',127.0.0.1
'2019-05-27 17:56:23', '36', '59', '60', '63',127.0.0.1
'2019-05-27 17:56:24', '66', '38', '71', '79',127.0.0.1
'2019-05-27 17:56:25', '78', '69', '67', '31',127.0.0.1
'2019-05-27 17:56:26', '32', '61', '78', '38',127.0.0.1
'2019-05-27 17:56:27', '31', '69', '63', '59',127.0.0.1
'2019-05-27 17:56:28', '72', '54', '71', '72',127.0.0.1
'2019-05-27 17:56:29', '66', '65', '61', '42',127.0.0.1
'2019-05-27 17:56:30', '59', '47', '56', '31',127.0.0.1
'2019-05-27 17:56:32', '45', '32', '49', '74',127.0.0.1
'2019-05-27 17:56:32', '75', '78', '48', '55',127.0.0.1
'2019-05-27 17:56:33', '40', '79', '50', '41',127.0.0.1
'2019-05-27 17:56:35', '52', '69', '74', '62',127.0.0.1
'2019-05-27 17:56:35', '44', '53', '30', '58',127.0.0.1
'2019-05-27 17:56:37', '40', '74', '38', '48',127.0.0.1
'2019-05-27 17:56:37', '53', '39', '57', '35',127.0.0.1
'2019-05-27 17:56:38', '51', '76', '42', '35',127.0.0.1
'2019-05-27 17:56:40', '59', '50', '44', '30',127.0.0.1
'2019-05-27 17:56:40', '46', '63', '47', '30',127.0.0.1
'2019-05-27 17:56:42', '39', '53', '55', '40',127.0.0.1
'2019-05-27 17:56:42', '78', '46', '34', '44',127.0.0.1
'2019-05-27 17:56:44', '32', '52', '50', '78',127.0.0.1
'2019-05-27 17:56:45', '74', '42', '52', '54',127.0.0.1
'2019-05-27 17:56:45', '52', '47', '70', '62',127.0.0.1
'2019-05-27 17:56:47', '42', '52', '72', '52',127.0.0.1
'2019-05-27 17:56:47', '63', '73', '55', '74',127.0.0.1
'2019-05-27 17:56:49', '59', '59', '32', '61',127.0.0.1
'2019-05-27 17:56:50', '74', '64', '63', '78',127.0.0.1
'2019-05-27 17:56:51', '70', '30', '38', '42',127.0.0.1
'2019-05-27 17:56:52', '71', '65', '51', '31',127.0.0.1
'2019-05-27 17:56:52', '75', '79', '71', '49',127.0.0.1
'2019-05-27 17:56:54', '30', '31', '78', '52',127.0.0.1
'2019-05-27 17:56:55', '34', '30', '43', '72',127.0.0.1
'2019-05-27 17:56:56', '50', '41', '64', '70',127.0.0.1
'2019-05-27 17:56:57', '53', '34', '78', '60',127.0.0.1
'2019-05-27 17:56:58', '31', '38', '33', '50',127.0.0.1
'2019-05-27 17:56:59', '31', '33', '73', '56',127.0.0.1
'2019-05-27 17:57:00', '44', '76', '54', '37',127.0.0.1
'2019-05-27 17:57:01', '52', '33', '73', '56',127.0.0.1
'2019-05-27 17:57:02', '64', '59', '33', '38',127.0.0.1
'2019-05-27 17:57:03', '46', '74', '71', '72',127.0.0.1
'2019-05-27 17:57:04', '32', '37', '72', '54',127.0.0.1
'2019-05-27 17:57:05', '48', '76', '70', '69',127.0.0.1
'2019-05-27 17:57:06', '44', '55', '71', '74',127.0.0.1
'2019-05-27 17:57:07', '62', '57', '65', '32',127.0.0.1
'2019-05-27 17:57:08', '32', '76', '67', '68',127.0.0.1
'2019-05-27 17:57:09', '59', '70', '64', '37',127.0.0.1
'2019-05-27 17:57:10', '46', '68', '30', '64',127.0.0.1
'2019-05-27 17:57:11', '46', '76', '71', '49',127.0.0.1
'2019-05-27 17:57:12', '69', '33', '38', '43',127.0.0.1
'2019-05-27 17:57:13', '56', '51', '68', '40',127.0.0.1
'2019-05-27 17:57:14', '42', '46', '71', '38',127.0.0.1
'2019-05-27 17:57:15', '61', '57', '55', '43',127.0.0.1
'2019-05-27 17:57:16', '35', '42', '71', '43',127.0.0.1
'2019-05-27 17:57:18', '55', '71', '62', '78',127.0.0.1
'2019-05-27 17:57:18', '74', '72', '56', '50',127.0.0.1
'2019-05-27 17:57:19', '45', '68', '47', '34',127.0.0.1
'2019-05-27 17:57:21', '42', '59', '62', '77',127.0.0.1
'2019-05-27 17:57:21', '53', '56', '61', '31',127.0.0.1
'2019-05-27 17:57:23', '65', '55', '68', '65',127.0.0.1
'2019-05-27 17:57:23', '63', '49', '55', '61',127.0.0.1
'2019-05-27 17:57:24', '73', '43', '57', '38',127.0.0.1
'2019-05-27 17:57:26', '35', '60', '62', '42',127.0.0.1
'2019-05-27 17:57:26', '34', '51', '69', '72',127.0.0.1
'2019-05-27 17:57:28', '64', '60', '57', '78',127.0.0.1
'2019-05-27 17:57:28', '73', '49', '47', '62',127.0.0.1
'2019-05-27 17:57:30', '48', '68', '64', '37',127.0.0.1
'2019-05-27 17:57:31', '77', '75', '74', '52',127.0.0.1
'2019-05-27 17:57:32', '64', '33', '31', '53',127.0.0.1
'2019-05-27 17:57:33', '53', '32', '70', '62',127.0.0.1
'2019-05-27 17:57:33', '59', '65', '36', '31',127.0.0.1
'2019-05-27 17:57:35', '62', '40', '31', '72',127.0.0.1
'2019-05-27 17:57:36', '71', '73', '62', '30',127.0.0.1
'2019-05-27 17:57:37', '42', '39', '42', '38',127.0.0.1
'2019-05-27 17:57:38', '49', '31', '74', '64',127.0.0.1
'2019-05-27 17:57:38', '30', '42', '60', '73',127.0.0.1
'2019-05-27 17:57:40', '35', '31', '36', '49',127.0.0.1
'2019-05-27 17:57:41', '45', '63', '75', '68',127.0.0.1
'2019-05-27 17:57:42', '78', '39', '60', '66',127.0.0.1
'2019-05-27 17:57:43', '44', '69', '34', '59',127.0.0.1
'2019-05-27 17:57:44', '72', '66', '42', '54',127.0.0.1
'2019-05-27 17:57:45', '71', '58', '49', '30',127.0.0.1
'2019-05-27 17:57:46', '74', '72', '59', '53',127.0.0.1
'2019-05-27 17:57:47', '54', '50', '74', '31',127.0.0.1
'2019-05-27 17:57:48', '49', '53', '47', '67',127.0.0.1
'2019-05-27 17:57:49', '47', '59', '45', '63',127.0.0.1
'2019-05-27 17:57:50', '38', '33', '46', '79',127.0.0.1
'2019-05-27 17:57:51', '30', '69', '40', '61',127.0.0.1
'2019-05-27 17:57:52', '72', '43', '34', '55',127.0.0.1
'2019-05-27 17:57:53', '37', '50', '40', '42',127.0.0.1
'2019-05-27 17:57:54', '64', '61', '56', '46',127.0.0.1
'2019-05-27 17:57:55', '70', '32', '70', '34',127.0.0.1
'2019-05-27 17:57:56', '70', '61', '59', '61',127.0.0.1
'2019-05-27 17:57:57', '65', '42', '47', '46',127.0.0.1
'2019-05-27 17:57:59', '56', '46', '60', '76',127.0.0.1
'2019-05-27 17:57:59', '66', '34', '38', '49',127.0.0.1
'2019-05-27 17:58:00', '35', '44', '72', '74',127.0.0.1
'2019-05-27 17:58:02', '34', '32', '69', '34',127.0.0.1
'2019-05-27 17:58:02', '53', '48', '66', '60',127.0.0.1
'2019-05-27 17:58:04', '41', '74', '62', '47',127.0.0.1
'2019-05-27 17:58:04', '60', '69', '75', '64',127.0.0.1
'2019-05-27 17:58:05', '65', '77', '74', '51',127.0.0.1
'2019-05-27 17:58:07', '43', '45', '77', '66',127.0.0.1
'2019-05-27 17:58:07', '75', '45', '62', '51',127.0.0.1
'2019-05-27 17:58:09', '64', '79', '63', '31',127.0.0.1
'2019-05-27 17:58:09', '56', '32', '33', '69',127.0.0.1
'2019-05-27 17:58:11', '60', '69', '59', '55',127.0.0.1
'2019-05-27 17:58:12', '51', '51', '46', '45',127.0.0.1
'2019-05-27 17:58:12', '62', '77', '74', '68',127.0.0.1
'2019-05-27 17:58:14', '56', '55', '63', '31',127.0.0.1
'2019-05-27 17:58:14', '70', '57', '38', '74',127.0.0.1
'2019-05-27 17:58:16', '40', '74', '72', '52',127.0.0.1
'2019-05-27 17:58:17', '41', '54', '31', '51',127.0.0.1
'2019-05-27 17:58:18', '47', '54', '32', '51',127.0.0.1
'2019-05-27 17:58:19', '43', '67', '32', '50',127.0.0.1
'2019-05-27 17:58:19', '51', '32', '75', '54',127.0.0.1
'2019-05-27 17:58:21', '39', '48', '48', '74',127.0.0.1
'2019-05-27 17:58:22', '37', '72', '66', '45',127.0.0.1
'2019-05-27 17:58:23', '48', '74', '44', '73',127.0.0.1
'2019-05-27 17:58:24', '42', '60', '69', '40',127.0.0.1
'2019-05-27 17:58:25', '46', '73', '76', '46',127.0.0.1
'2019-05-27 17:58:26', '37', '64', '56', '45',127.0.0.1
'2019-05-27 17:58:27', '54', '58', '41', '55',127.0.0.1
'2019-05-27 17:58:28', '70', '33', '60', '63',127.0.0.1
'2019-05-27 17:58:29', '66', '46', '42', '58',127.0.0.1
'2019-05-27 17:58:30', '40', '33', '43', '56',127.0.0.1
'2019-05-27 17:58:31', '40', '43', '44', '78',127.0.0.1
'2019-05-27 18:03:25', '61', '42', '58', '62',127.0.0.1
'2019-05-27 18:03:27', '71', '71', '51', '60',127.0.0.1
'2019-05-27 18:03:28', '52', '34', '49', '37',127.0.0.1
'2019-05-27 18:03:30', '50', '41', '53', '56',127.0.0.1
'2019-05-27 18:03:30', '52', '30', '57', '39',127.0.0.1
'2019-05-27 18:03:32', '40', '62', '63', '41',127.0.0.1
'2019-05-27 18:03:34', '34', '72', '77', '42',127.0.0.1
'2019-05-27 18:03:35', '66', '42', '62', '64',127.0.0.1
'2019-05-27 18:03:36', '67', '76', '44', '35',127.0.0.1
'2019-05-27 18:03:37', '64', '51', '72', '41',127.0.0.1
'2019-05-27 18:03:39', '41', '35', '79', '77',127.0.0.1
'2019-05-27 18:03:40', '68', '42', '71', '76',127.0.0.1
'2019-05-27 18:03:41', '48', '64', '72', '70',127.0.0.1
'2019-05-27 18:03:42', '55', '69', '31', '78',127.0.0.1
'2019-05-27 18:03:44', '61', '44', '70', '46',127.0.0.1
'2019-05-27 18:03:45', '71', '78', '67', '54',127.0.0.1
'2019-05-27 18:03:46', '56', '59', '55', '32',127.0.0.1
'2019-05-27 18:03:47', '40', '65', '60', '30',127.0.0.1
'2019-05-27 18:03:49', '67', '77', '70', '76',127.0.0.1
'2019-05-27 18:03:50', '65', '39', '79', '75',127.0.0.1
'2019-05-27 18:03:51', '56', '51', '34', '64',127.0.0.1
'2019-05-27 18:03:52', '57', '75', '69', '54',127.0.0.1
'2019-05-27 18:03:54', '38', '33', '75', '72',127.0.0.1
'2019-05-27 18:03:55', '54', '63', '42', '56',127.0.0.1
'2019-05-27 18:03:56', '50', '53', '55', '42',127.0.0.1
'2019-05-27 18:03:57', '59', '52', '79', '70',127.0.0.1
'2019-05-27 18:03:59', '58', '69', '72', '52',127.0.0.1
'2019-05-27 18:04:01', '40', '69', '56', '42',127.0.0.1
'2019-05-27 18:04:01', '49', '76', '37', '42',127.0.0.1
'2019-05-27 18:04:02', '60', '78', '30', '79',127.0.0.1
'2019-05-27 18:04:04', '36', '59', '78', '43',127.0.0.1
'2019-05-27 18:04:06', '59', '59', '35', '43',127.0.0.1
'2019-05-27 18:04:06', '74', '78', '57', '74',127.0.0.1
'2019-05-27 18:04:08', '33', '77', '30', '70',127.0.0.1
'2019-05-27 18:04:09', '31', '73', '69', '38',127.0.0.1
'2019-05-27 18:04:11', '47', '76', '76', '67',127.0.0.1
'2019-05-27 18:04:11', '57', '38', '61', '77',127.0.0.1
'2019-05-27 18:04:13', '71', '37', '57', '66',127.0.0.1
'2019-05-27 18:04:14', '72', '53', '31', '76',127.0.0.1
'2019-05-27 18:04:16', '70', '53', '67', '61',127.0.0.1
'2019-05-27 18:04:16', '47', '67', '34', '75',127.0.0.1
'2019-05-27 18:04:18', '67', '62', '77', '34',127.0.0.1
'2019-05-27 18:04:19', '71', '65', '62', '64',127.0.0.1
'2019-05-27 18:04:21', '44', '58', '79', '47',127.0.0.1
'2019-05-27 18:04:22', '43', '36', '62', '65',127.0.0.1
'2019-05-27 18:04:23', '73', '55', '41', '36',127.0.0.1
'2019-05-27 18:04:25', '44', '75', '54', '71',127.0.0.1
'2019-05-27 18:04:26', '75', '58', '32', '58',127.0.0.1
'2019-05-27 18:04:27', '70', '56', '70', '45',127.0.0.1
'2019-05-27 18:04:28', '33', '32', '48', '37',127.0.0.1
'2019-05-27 18:04:30', '32', '73', '76', '77',127.0.0.1
'2019-05-27 18:04:31', '69', '32', '62', '36',127.0.0.1
'2019-05-27 18:04:32', '42', '65', '41', '31',127.0.0.1
'2019-05-27 18:04:33', '53', '51', '46', '45',127.0.0.1
'2019-05-27 18:04:35', '35', '50', '61', '69',127.0.0.1
'2019-05-27 18:04:36', '30', '48', '66', '42',127.0.0.1
'2019-05-27 18:04:37', '46', '77', '71', '46',127.0.0.1
'2019-05-27 18:04:38', '34', '64', '37', '59',127.0.0.1
'2019-05-27 18:04:40', '46', '50', '57', '61',127.0.0.1
'2019-05-27 18:04:41', '34', '61', '36', '78',127.0.0.1
'2019-05-27 18:04:42', '50', '65', '54', '76',127.0.0.1
'2019-05-27 18:04:43', '55', '78', '73', '63',127.0.0.1
'2019-05-27 18:04:45', '66', '74', '52', '54',127.0.0.1
'2019-05-27 18:04:46', '55', '58', '43', '54',127.0.0.1
'2019-05-27 18:04:47', '37', '48', '68', '33',127.0.0.1
'2019-05-27 18:04:48', '66', '51', '37', '59',127.0.0.1
'2019-05-27 18:04:50', '70', '61', '63', '35',127.0.0.1
'2019-05-27 18:04:52', '34', '30', '42', '44',127.0.0.1
'2019-05-27 18:04:52', '56', '77', '63', '35',127.0.0.1
'2019-05-27 18:04:53', '44', '36', '35', '38',127.0.0.1
'2019-05-27 18:04:55', '49', '50', '34', '60',127.0.0.1
'2019-05-27 18:04:57', '45', '41', '57', '41',127.0.0.1
'2019-05-27 18:04:57', '34', '55', '34', '65',127.0.0.1
'2019-05-27 18:04:59', '74', '66', '36', '39',127.0.0.1
'2019-05-27 18:05:00', '32', '47', '33', '36',127.0.0.1
'2019-05-27 18:05:02', '31', '77', '45', '69',127.0.0.1
'2019-05-27 18:05:02', '34', '35', '34', '77',127.0.0.1
'2019-05-27 18:05:04', '51', '62', '71', '48',127.0.0.1
'2019-05-27 18:05:05', '51', '70', '79', '35',127.0.0.1
'2019-05-27 18:05:07', '74', '46', '31', '34',127.0.0.1
'2019-05-27 18:05:07', '79', '51', '64', '68',127.0.0.1
'2019-05-27 18:05:09', '41', '42', '59', '42',127.0.0.1
'2019-05-27 18:05:10', '70', '55', '43', '45',127.0.0.1
'2019-05-27 18:05:12', '62', '67', '38', '52',127.0.0.1
'2019-05-27 18:05:13', '54', '60', '52', '68',127.0.0.1
'2019-05-27 18:05:14', '51', '46', '79', '43',127.0.0.1
'2019-05-27 18:05:16', '45', '72', '64', '58',127.0.0.1
'2019-05-27 18:05:17', '56', '75', '71', '48',127.0.0.1
'2019-05-27 18:05:18', '41', '54', '70', '49',127.0.0.1
'2019-05-27 18:05:19', '64', '60', '67', '56',127.0.0.1
'2019-05-27 18:05:21', '53', '46', '64', '73',127.0.0.1
'2019-05-27 18:05:22', '53', '37', '55', '75',127.0.0.1
'2019-05-27 18:05:23', '30', '75', '75', '67',127.0.0.1
'2019-05-27 18:05:24', '59', '35', '44', '66',127.0.0.1
'2019-05-27 18:05:26', '73', '79', '47', '47',127.0.0.1
'2019-05-27 18:05:27', '33', '39', '37', '55',127.0.0.1
'2019-05-27 18:05:28', '69', '58', '71', '60',127.0.0.1
'2019-05-27 18:05:29', '55', '63', '48', '46',127.0.0.1
'2019-05-27 18:05:31', '70', '73', '60', '75',127.0.0.1
'2019-05-27 18:05:32', '65', '30', '65', '38',127.0.0.1
'2019-05-27 18:05:33', '31', '64', '40', '59',127.0.0.1
'2019-05-27 18:05:34', '47', '36', '39', '65',127.0.0.1
'2019-05-27 18:05:36', '46', '35', '33', '51',127.0.0.1
'2019-05-27 18:05:37', '34', '49', '59', '49',127.0.0.1
'2019-05-27 18:05:38', '77', '72', '59', '64',127.0.0.1
'2019-05-27 18:05:39', '76', '41', '72', '77',127.0.0.1
'2019-05-27 18:05:41', '38', '53', '30', '30',127.0.0.1
'2019-05-27 18:05:43', '47', '52', '40', '77',127.0.0.1
'2019-05-27 18:05:43', '51', '73', '38', '63',127.0.0.1
'2019-05-27 18:05:44', '57', '54', '64', '35',127.0.0.1
'2019-05-27 18:05:46', '32', '48', '71', '75',127.0.0.1
'2019-05-27 18:05:48', '58', '79', '67', '52',127.0.0.1
'2019-05-27 18:05:48', '79', '76', '39', '53',127.0.0.1
'2019-05-27 18:05:50', '49', '53', '62', '66',127.0.0.1
'2019-05-27 18:05:51', '70', '30', '32', '32',127.0.0.1
'2019-05-27 18:05:53', '75', '60', '69', '55',127.0.0.1
'2019-05-27 18:05:53', '49', '31', '56', '40',127.0.0.1
'2019-05-27 18:05:55', '57', '59', '76', '40',127.0.0.1
'2019-05-27 18:05:56', '64', '55', '30', '63',127.0.0.1
'2019-05-27 18:05:58', '73', '66', '31', '42',127.0.0.1
'2019-05-28 00:53:13', '31', '54', '62', '75',127.0.0.1
'2019-05-28 00:53:16', '39', '40', '31', '53',127.0.0.1
'2019-05-28 00:53:17', '76', '56', '36', '46',127.0.0.1
'2019-05-28 00:53:19', '54', '70', '44', '56',127.0.0.1
'2019-05-28 00:53:19', '67', '56', '78', '74',127.0.0.1
'2019-05-28 00:53:21', '55', '45', '70', '46',127.0.0.1
'2019-05-28 00:53:22', '54', '31', '59', '51',127.0.0.1
'2019-05-28 00:53:24', '46', '41', '52', '51',127.0.0.1
'2019-05-28 00:53:24', '70', '54', '36', '30',127.0.0.1
'2019-05-28 00:53:26', '42', '61', '75', '61',127.0.0.1
'2019-05-28 00:53:28', '50', '49', '67', '49',127.0.0.1
'2019-05-28 00:53:29', '79', '40', '68', '67',127.0.0.1
'2019-05-28 00:53:29', '36', '37', '52', '43',127.0.0.1
'2019-05-28 00:53:31', '32', '53', '76', '55',127.0.0.1
'2019-05-28 00:53:33', '35', '42', '49', '57',127.0.0.1
'2019-05-28 00:53:34', '42', '68', '73', '74',127.0.0.1
'2019-05-28 00:53:34', '64', '58', '54', '66',127.0.0.1
'2019-05-28 00:53:36', '30', '46', '42', '78',127.0.0.1
'2019-05-28 00:53:38', '42', '76', '74', '72',127.0.0.1
'2019-05-28 00:53:39', '59', '40', '46', '61',127.0.0.1
'2019-05-28 00:53:39', '57', '58', '69', '59',127.0.0.1
'2019-05-28 00:53:41', '73', '71', '53', '54',127.0.0.1
'2019-05-28 00:53:43', '57', '59', '52', '63',127.0.0.1
'2019-05-28 00:53:44', '39', '69', '40', '78',127.0.0.1
'2019-05-28 00:53:44', '30', '66', '51', '55',127.0.0.1
'2019-05-28 00:53:46', '40', '53', '45', '41',127.0.0.1
'2019-05-28 00:53:48', '38', '72', '71', '64',127.0.0.1
'2019-05-28 00:53:49', '76', '47', '42', '53',127.0.0.1
'2019-05-28 00:53:49', '42', '54', '60', '37',127.0.0.1
'2019-05-28 00:53:51', '51', '46', '45', '62',127.0.0.1
'2019-05-28 00:53:53', '39', '53', '44', '63',127.0.0.1
'2019-05-28 00:53:54', '46', '43', '45', '73',127.0.0.1
'2019-05-28 00:53:55', '74', '73', '72', '34',127.0.0.1
'2019-05-28 00:53:56', '78', '52', '32', '69',127.0.0.1
'2019-05-28 00:53:58', '45', '33', '60', '54',127.0.0.1
'2019-05-28 00:53:59', '69', '52', '42', '66',127.0.0.1
'2019-05-28 00:54:00', '51', '59', '39', '45',127.0.0.1
'2019-05-28 00:54:01', '38', '46', '67', '50',127.0.0.1
'2019-05-28 00:54:03', '44', '75', '78', '55',127.0.0.1
'2019-05-28 00:54:04', '58', '41', '73', '62',127.0.0.1
'2019-05-28 00:54:05', '57', '45', '47', '77',127.0.0.1
'2019-05-28 00:54:07', '55', '66', '40', '64',127.0.0.1
'2019-05-28 00:54:08', '38', '77', '46', '43',127.0.0.1
'2019-05-28 00:54:10', '77', '62', '55', '33',127.0.0.1
'2019-05-28 00:54:10', '60', '56', '67', '30',127.0.0.1
'2019-05-28 00:54:12', '44', '58', '74', '67',127.0.0.1
'2019-05-28 00:54:13', '65', '38', '61', '69',127.0.0.1
'2019-05-28 00:54:15', '30', '75', '30', '47',127.0.0.1
'2019-05-28 00:54:15', '35', '53', '78', '35',127.0.0.1
'2019-05-28 00:56:24', '71', '74', '46', '51',127.0.0.1
'2019-05-28 00:56:29', '48', '63', '74', '74',127.0.0.1
'2019-05-28 00:56:34', '78', '40', '78', '36',127.0.0.1
'2019-05-28 00:56:39', '62', '67', '66', '64',127.0.0.1
'2019-06-01 19:12:04', '36', '32', '60', '69',127.0.0.1
'2019-06-01 19:12:05', '53', '31', '48', '72',127.0.0.1
'2019-06-01 19:12:07', '47', '56', '76', '48',127.0.0.1
'2019-06-01 19:12:09', '39', '45', '43', '51',127.0.0.1
'2019-06-01 19:12:10', '41', '65', '65', '56',127.0.0.1
'2019-06-01 19:12:12', '44', '71', '56', '37',127.0.0.1
'2019-06-01 19:12:14', '59', '50', '40', '46',127.0.0.1
'2019-06-01 19:12:15', '55', '57', '62', '38',127.0.0.1
'2019-06-01 19:12:17', '66', '63', '66', '51',127.0.0.1
'2019-06-01 19:12:19', '33', '77', '41', '35',127.0.0.1
'2019-06-01 19:12:24', '60', '52', '43', '60',127.0.0.1
'2019-06-01 19:12:29', '53', '34', '79', '75',127.0.0.1
'2019-06-01 19:12:34', '45', '38', '73', '68',127.0.0.1
'2019-06-01 19:12:39', '56', '72', '64', '37',127.0.0.1
'2019-06-01 19:12:45', '50', '60', '36', '64',127.0.0.1
'2019-06-01 19:15:55', '41', '62', '48', '45',127.0.0.1
'2019-06-01 19:16:00', '49', '74', '30', '31',127.0.0.1
'2019-06-01 19:16:05', '61', '52', '75', '51',127.0.0.1
'2019-06-01 19:16:10', '55', '49', '70', '77',127.0.0.1
'2019-06-01 19:16:16', '43', '32', '30', '31',127.0.0.1
'2019-06-01 19:16:21', '35', '53', '47', '71',127.0.0.1
'2019-06-01 19:16:26', '39', '66', '67', '64',127.0.0.1
'2019-06-01 19:16:31', '65', '69', '62', '46',127.0.0.1
'2019-06-01 19:16:36', '34', '56', '56', '62',127.0.0.1
'2019-06-01 19:16:41', '75', '60', '31', '52',127.0.0.1
'2019-06-01 19:16:46', '30', '68', '66', '47',127.0.0.1
'2019-06-01 19:16:51', '32', '39', '78', '59',127.0.0.1
'2019-06-01 19:16:56', '57', '63', '79', '76',127.0.0.1
'2019-06-01 19:17:01', '71', '53', '78', '71',127.0.0.1
'2019-06-01 19:17:07', '33', '69', '52', '70',127.0.0.1
'2019-06-01 19:17:12', '72', '68', '52', '69',127.0.0.1
'2019-06-01 19:17:17', '76', '52', '46', '67',127.0.0.1
'2019-06-01 19:17:22', '56', '37', '39', '78',127.0.0.1
'2019-06-01 19:17:27', '76', '74', '48', '71',127.0.0.1
'2019-06-01 19:18:57', '41', '75', '77', '44',127.0.0.1
'2019-06-01 19:19:02', '76', '65', '63', '43',127.0.0.1
'2019-06-01 19:19:07', '66', '35', '70', '73',127.0.0.1
